7response,context,context/0,context/1,context/2,context/3,context/4,context/5
 Hi there! One of the key challenges of games being +15 years old is that getting content can be difficult.â€¯We have no 1/2 ,"Hi, I bought Kotor for xbox one, but I can't find how to get the Yavin DLC. Is there still a way of doing it? ", , , , , , 
 No one responded ," Hmm, let's take a closer look at that! Send us a DM so we can assist :) ",why do i have to wait 24 hours to activate a phone when i been a customer for 10 years , , , , , 
 You guys have a strange mindset behind support. Iâ€ve rarely actually gotten help but I always get false promises. ," We spent our day supporting our &lt;3 and DM us if you have any questions, we are here for you! :) ",I wonder if was off for thanksgiving? , , , , , 
 T-Force (@TMobileHelp ) has been great to me the past 4+ years of me being a customer. ," They're barely functional the other 364 days out of the year, so yes. Customer service is a lost art! ",I wonder if was off for thanksgiving? , , , , , 
 It was an account issue. All solves. Ths :) ," Hi, could you please provide us with more info about your issue? ","need help, I made a VM and now the account is shadowed by another VM orphaned :( ", , , , , 
 Yep. Original estimate 27 October. New estimate 31 October. It's been 'in transit' since Friday.... , I'm sorry for the delay! We aim to deliver by the date given in your order confirmation e-mail. Have we missed that? ,"Hi, my 'next day' delivery has so far taken a week. Any chance you can speed it up a bit? ", , , , , 
" As always, Iâ€ve done exactly that. All they do is tell me I have to return the package or pay to have it dropped off elsewhere. ", Touching base with UPS directly is best for immediate resolution. Have you tried reaching out to them? , The saga of and their extreme incompetence continues. Why canâ€t they just figure out how to ring my doorbell?! ,"I don't use my Prime account anymore, since always messes up my delivery and I never get my stuff. Probably time to cancel. ", , , , 
" Apple logo. Wonâ€t know itâ€s turned off till I check, then have to turn back on "," When your device randomly turns off, do you see a spinning gear on the screen? If not, does it show the Apple logo? ", 11.1 , Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running? ,Why does the new update keep turning off and on my phone? Wasnâ€t happening till I got new update. Please tell me whatâ€s wrong , , , 
 We're glad we could help you out today. Let us know if we can be of assistance in the future. Have a great day! ,Hey Thanks for providing me with outstanding Much appreciated! , , , , , , 
" Oh no, sorry to hear he's running late, Trisha. We'll keep our fingers crossed that your son can make it to the gate in time before takeoff! ",Dear flight 6239 please donâ€t leave my son who is STILL stuck in the security line at STL. , , , , , , 
 This definitely helps! Thank you ðŸ’› ," Hi, Kayla! Drink Coupon Books are issued once a Passenger completes 10 revenue oneway flights. Hope this helps! ",Anyone know how to obtain those convenient little drink vouchers w/ , , , , , 
" Morrison's, Sainsbury's etc. simply take the hit of admin fees and donate all money raised from bags to charity. "," Customers being treat like kids. Not only that, but 10% of the bag charges are spent on administrative fees, unlike every other supermarket. "," So instead of scanning, bagging, paying and going, a supervisor has to carry a ton of bags throughout their shift and hand them out... ","So not only have abandoned 5p bags, they now don't even have the 10p ones at the self service... ", , , , 
" Hi Liam, sorry that there weren't any bags at the self service checkout. I'd like to look in to this for you. 1/2 "," Morrison's, Sainsbury's etc. simply take the hit of admin fees and donate all money raised from bags to charity. "," Customers being treat like kids. Not only that, but 10% of the bag charges are spent on administrative fees, unlike every other supermarket. "," So instead of scanning, bagging, paying and going, a supervisor has to carry a ton of bags throughout their shift and hand them out... ","So not only have abandoned 5p bags, they now don't even have the 10p ones at the self service... ", , , 
" If you have the voucher numbers, I'll be happy to check them for you. There are none showing attached to your SkyMiles account. ", As I said before they were there before but have now vanished. I had four in total and haven't used any ," Hi, Alex, I do not see any outstanding vouchers on your SkyMiles account. I only show an upcoming trip in December. ",Where did all my vouchers on my app go? Haven't used any... but have all vanished , , , , 
 Would mind sending your conf via DM? Thanks. , Could you actually explain what that means? That seems like a very vague answer. ," Hi, Kyle, the upgrade fees are based on the fare you paid and the current fare for the upgrade. "," Now Iâ€m told by phone, I can upgrade my entire trip, but itâ€s going to cost me more than it would to just buy the one way right now. Why? ","Booked a flight with you, one of the legs on Korean. Called and was told THEY would have to do upgrade. They say YOU have to. Help? ", , , 
 Could you actually explain what that means? That seems like a very vague answer. ," Hi, Kyle, the upgrade fees are based on the fare you paid and the current fare for the upgrade. "," Now Iâ€m told by phone, I can upgrade my entire trip, but itâ€s going to cost me more than it would to just buy the one way right now. Why? ","Booked a flight with you, one of the legs on Korean. Called and was told THEY would have to do upgrade. They say YOU have to. Help? ", , , , 
 That's not an answer to the question. ," Hello, Carolina! How may I assist you? ",Does not the FAA require reporting and clean up of spilled fuel???? , , , , , 
" Hi there, if you could DM us with your order number, name and address including postcode so that we can look into your order, we will be happy to help you Tamara ",Any chance someone who knows what they are doing can contact me to tell me what the hells going on with my order placed on Sunday 26th? Thanks! , , , , , , 
 I just need service connected to my home today. I called almost two weeks ago to schedule for today based on our schedule , We are here to help if you need anything. Matt , Still no call back and I talked to several people with the same answers. ," Hey Jon, I can look into your account for you. Can you DM me your account info please? Matt ",still waiting for an answer to my recent call over 10 days ago. Iâ€ve made three calls holding over 20 30 mins , , , 
" It was out for 12 hours and then they messaged me to see if it was on, and then tried to get me to buy more services. So, typical Comcast. ", Sitting on the edge of my seat waiting for resolution. ,Hey the internet in our building goes out at least once a week. Absurd. Wish I could cancel our service but no other options. , , , , , 
" As always, the first day experience with Comcast is â€œfuck you and tough because we have a government monopoly.â€ ",Day One at new house. sends wrong kind of install crew. System is down to order right people. No guarantee when they can come. , , , , , , 
